QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	-35.363281	149.165202	583.989990	1
1	0	3	22	0.000000	0.000000	0.000000	0.000000	-35.363258	149.165219	10.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.364269	149.163894	10.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.364438	149.161862	10.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.365537	149.161829	10.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.365548	149.163970	10.000000	1
6	0	3	21	0.000000	0.000000	0.000000	1.000000	-35.362700	149.165146	0.000000	1
7	0	0	218	41.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
8	0	0	93	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
9	0	3	22	0.000000	0.000000	0.000000	0.000000	-35.363258	149.165219	10.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.360313	149.163394	10.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.358215	149.164059	10.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.358323	149.160866	10.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.360385	149.160223	10.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.360530	149.163061	10.000000	1
15	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362197	149.165078	10.000000	1
